sales,order_date,product,customer,country,region,employee,category,weekday,month,quarter,semester
227.4,2001-02-28,Wall Art,Reboot IT,Germany,Europa,William Wilson,Home Decor,Wednesday,February,Q1,1st sem.
556.06,2001-02-28,Monitor HD,Elite Tech,Brazil,América,Patricia Brown,Monitors,Wednesday,February,Q1,1st sem.
193.45,2001-03-01,Camping Tent,Tech Trends,Mexico,América,Sarah Moore,Outdoor Gear,Thursday,March,Q1,1st sem.
771.42,2001-03-01,Desktop Beta,Gadget Galaxy,Canada,América,Patricia Brown,Computers,Thursday,March,Q1,1st sem.
474.4,2001-03-02,4K Television,Elite Tech,France,Europa,Patricia Brown,Home Electronics,Friday,March,Q1,1st sem.
907.14,2001-03-02,Espresso Machine,Infinity Solutions,Spain,Europa,Michael Davis,Kitchen Appliances,Friday,March,Q1,1st sem.
116.84,2001-03-03,Microwave Oven,Ultra Tech,Canada,América,Laura Adams,Kitchen Appliances,Saturday,March,Q1,1st sem.
796.72,2001-03-03,Hiking Boots,Tech Trends,Spain,Europa,Michael Davis,Outdoor Gear,Saturday,March,Q1,1st sem.
137.28,2001-03-04,Men's Sneakers,Tech Trends,USA,América,Joseph Taylor,Footwear,Sunday,March,Q1,1st sem.
641.28,2001-03-04,Landscape Painting,Global Corp,USA,América,Joseph Taylor,Art,Sunday,March,Q1,1st sem.
665.36,2001-03-04,Wristwatch,Elite Tech,Canada,América,John Smith,Fashion Accessories,Sunday,March,Q1,1st sem.
901.7,2001-03-04,Bluetooth Speaker,SysTech Ltd.,Egypt,África,Sandra Anderson,Audio Equipment,Sunday,March,Q1,1st sem.
127.82,2001-03-04,Solid State Drive,SysTech Ltd.,Brazil,América,William Wilson,Storage Devices,Sunday,March,Q1,1st sem.
551.27,2001-03-04,Pet Bed,Elite Tech,France,Europa,Joseph Taylor,Pet Supplies,Sunday,March,Q1,1st sem.
941.52,2001-03-05,Microwave Oven,NextGen Innovators,South Africa,África,William Wilson,Kitchen Appliances,Monday,March,Q1,1st sem.
764.41,2001-03-06,Leather Office Chair,Ultra Tech,China,Asia,Linda Miller,Office Furniture,Tuesday,March,Q1,1st sem.
366.37,2001-03-06,Decorative Throw Pillow,Gadget Galaxy,Egypt,África,Michael Davis,Home Decor,Tuesday,March,Q1,1st sem.
703.3,2001-03-06,Smartphone Alpha,NextGen Innovators,France,Europa,Joseph Taylor,Mobile Devices,Tuesday,March,Q1,1st sem.
359.34,2001-03-06,Men's Sneakers,Ultra Tech,USA,América,John Smith,Footwear,Tuesday,March,Q1,1st sem.
351.41,2001-03-06,Robot Vacuum,Pioneer Tech,Kenya,África,Joseph Taylor,Home Appliances,Tuesday,March,Q1,1st sem.
286.22,2001-03-07,Landscape Painting,Global Corp,France,Europa,William Wilson,Art,Wednesday,March,Q1,1st sem.
432.35,2001-03-07,Science Fiction Novel,Gadget Galaxy,Nigeria,África,Laura Adams,Books,Wednesday,March,Q1,1st sem.
542.47,2001-03-08,LED Desk Lamp,Global Corp,Kenya,África,Joseph Taylor,Lighting,Thursday,March,Q1,1st sem.
217.98,2001-03-08,External Hard Drive,Pinnacle Tech,France,Europa,Sarah Moore,Storage Devices,Thursday,March,Q1,1st sem.
891.92,2001-03-09,Notebook Professional,Tech Trends,South Korea,Asia,Michael Davis,Computers,Friday,March,Q1,1st sem.
291.38,2001-03-09,Camping Tent,Infinity Solutions,Egypt,África,Laura Adams,Outdoor Gear,Friday,March,Q1,1st sem.
360.92,2001-03-10,Espresso Machine,Elite Tech,USA,América,Sarah Moore,Kitchen Appliances,Saturday,March,Q1,1st sem.
76.74,2001-03-10,Monitor 4K,Global Corp,Nigeria,África,Michael Davis,Monitors,Saturday,March,Q1,1st sem.
12.86,2001-03-11,Ergonomic Desk,Tech Pioneers,Mexico,América,William Wilson,Office Furniture,Sunday,March,Q1,1st sem.
380.75,2001-03-11,Children's Backpack,SysTech Ltd.,South Korea,Asia,Sandra Anderson,School Supplies,Sunday,March,Q1,1st sem.
456.82,2001-03-11,Monitor 4K,Elite Tech,South Africa,África,Patricia Brown,Monitors,Sunday,March,Q1,1st sem.
365.16,2001-03-11,Robot Vacuum,SysTech Ltd.,Canada,América,Sandra Anderson,Home Appliances,Sunday,March,Q1,1st sem.
947.43,2001-03-11,Camping Tent,Reboot IT,Italy,Europa,Patricia Brown,Outdoor Gear,Sunday,March,Q1,1st sem.
798.6,2001-03-11,Women's Sandals,Pioneer Tech,France,Europa,Michael Davis,Footwear,Sunday,March,Q1,1st sem.
770.91,2001-03-11,Smartphone Beta,Tech Trends,USA,América,Michael Davis,Mobile Devices,Sunday,March,Q1,1st sem.
365.98,2001-03-11,Monitor 4K,Tech Pioneers,South Africa,África,Joseph Taylor,Monitors,Sunday,March,Q1,1st sem.
890.33,2001-03-11,Smart Watch,Future Gadgets,Italy,Europa,Joseph Taylor,Wearables,Sunday,March,Q1,1st sem.
460.89,2001-03-11,Smartphone Alpha,Nebula Innovations,Egypt,África,Sandra Anderson,Mobile Devices,Sunday,March,Q1,1st sem.
423.24,2001-03-12,Drone with Camera,Elite Tech,Japan,Asia,Laura Adams,Electronics,Monday,March,Q1,1st sem.
551.66,2001-03-12,LED Desk Lamp,Global Corp,Brazil,América,Michael Davis,Lighting,Monday,March,Q1,1st sem.
971.48,2001-03-12,Microwave Oven,SysTech Ltd.,Canada,América,Michael Davis,Kitchen Appliances,Monday,March,Q1,1st sem.
959.59,2001-03-12,Drone with Camera,Tech Trends,South Korea,Asia,Laura Adams,Electronics,Monday,March,Q1,1st sem.
715.34,2001-03-13,4K Television,Global Corp,South Africa,África,John Smith,Home Electronics,Tuesday,March,Q1,1st sem.
126.34,2001-03-14,Microwave Oven,Global Corp,Mexico,América,Linda Miller,Kitchen Appliances,Wednesday,March,Q1,1st sem.
911.35,2001-03-14,Gaming Console,Elite Tech,Japan,Asia,William Wilson,Video Games,Wednesday,March,Q1,1st sem.
689.78,2001-03-14,Smartphone Alpha,Pinnacle Tech,Italy,Europa,Robert Johnson,Mobile Devices,Wednesday,March,Q1,1st sem.
217.88,2001-03-15,Smartphone Beta,Elite Tech,Japan,Asia,Joseph Taylor,Mobile Devices,Thursday,March,Q1,1st sem.
362.47,2001-03-15,Pet Bed,Reboot IT,India,Asia,Sandra Anderson,Pet Supplies,Thursday,March,Q1,1st sem.
568.02,2001-03-15,Monitor HD,Nebula Innovations,India,Asia,Robert Johnson,Monitors,Thursday,March,Q1,1st sem.
913.91,2001-03-15,Monitor HD,NextGen Innovators,Egypt,África,Laura Adams,Monitors,Thursday,March,Q1,1st sem.
728.56,2001-03-15,Espresso Machine,Pinnacle Tech,Nigeria,África,Patricia Brown,Kitchen Appliances,Thursday,March,Q1,1st sem.
922.91,2001-03-15,Biography Book,Nebula Innovations,Japan,Asia,Sandra Anderson,Books,Thursday,March,Q1,1st sem.
752.8,2001-03-15,Smartphone Beta,Nebula Innovations,Egypt,África,Laura Adams,Mobile Devices,Thursday,March,Q1,1st sem.
79.09,2001-03-15,Landscape Painting,Ultra Tech,Mexico,América,Michael Davis,Art,Thursday,March,Q1,1st sem.
212.28,2001-03-15,Pet Bed,Infinity Solutions,France,Europa,Sarah Moore,Pet Supplies,Thursday,March,Q1,1st sem.
187.04,2001-03-15,Smartphone Alpha,Infinity Solutions,Canada,América,Sandra Anderson,Mobile Devices,Thursday,March,Q1,1st sem.
496.91,2001-03-16,Sculpture,Global Corp,South Korea,Asia,Joseph Taylor,Art,Friday,March,Q1,1st sem.
307.32,2001-03-16,Virtual Reality Headset,Global Corp,Egypt,África,Robert Johnson,Electronics,Friday,March,Q1,1st sem.
751,2001-03-16,LED Desk Lamp,Innovate Unlimited,Kenya,África,Laura Adams,Lighting,Friday,March,Q1,1st sem.
672.9,2001-03-16,Microwave Oven,Innovate Unlimited,Japan,Asia,Linda Miller,Kitchen Appliances,Friday,March,Q1,1st sem.
830.08,2001-03-16,Hiking Boots,Pinnacle Tech,South Africa,África,Sarah Moore,Outdoor Gear,Friday,March,Q1,1st sem.
256.91,2001-03-16,Dumbbell Set,Tech Trends,Spain,Europa,Patricia Brown,Fitness Equipment,Friday,March,Q1,1st sem.
343.98,2001-03-16,Leather Office Chair,Nebula Innovations,Brazil,América,Patricia Brown,Office Furniture,Friday,March,Q1,1st sem.
659.66,2001-03-16,Video Game Controller,NextGen Innovators,Italy,Europa,Sarah Moore,Video Games,Friday,March,Q1,1st sem.
592.04,2001-03-16,Bluetooth Speaker,Elite Tech,South Korea,Asia,Michael Davis,Audio Equipment,Friday,March,Q1,1st sem.
773.37,2001-03-16,Tablet Alpha,Nebula Innovations,Kenya,África,Laura Adams,Mobile Devices,Friday,March,Q1,1st sem.
771.57,2001-03-16,Notebook Basic,Pinnacle Tech,Nigeria,África,Linda Miller,Computers,Friday,March,Q1,1st sem.
719.8,2001-03-16,Acoustic Piano,Tech Trends,Egypt,África,Sarah Moore,Musical Instruments,Friday,March,Q1,1st sem.
632.23,2001-03-16,Cat Litter Box,Elite Tech,Japan,Asia,Joseph Taylor,Pet Supplies,Friday,March,Q1,1st sem.
773.36,2001-03-16,External Hard Drive,Pioneer Tech,South Africa,África,Michael Davis,Storage Devices,Friday,March,Q1,1st sem.
296.98,2001-03-16,Gaming Console,Tech Pioneers,Italy,Europa,Sandra Anderson,Video Games,Friday,March,Q1,1st sem.
972.37,2001-03-16,Notebook Professional,Innovate Unlimited,Egypt,África,John Smith,Computers,Friday,March,Q1,1st sem.
99.56,2001-03-16,Sunglasses,Global Corp,Kenya,África,Patricia Brown,Fashion Accessories,Friday,March,Q1,1st sem.
99.01,2001-03-16,Monitor 4K,Tech Trends,Egypt,África,Laura Adams,Monitors,Friday,March,Q1,1st sem.
811.78,2001-03-17,Smartphone Alpha,Nebula Innovations,Spain,Europa,Sarah Moore,Mobile Devices,Saturday,March,Q1,1st sem.
752.09,2001-03-17,Ergonomic Desk,SysTech Ltd.,USA,América,Joseph Taylor,Office Furniture,Saturday,March,Q1,1st sem.
100.32,2001-03-17,Decorative Throw Pillow,Elite Tech,Canada,América,Linda Miller,Home Decor,Saturday,March,Q1,1st sem.
76.24,2001-03-17,Hiking Boots,Innovate Unlimited,China,Asia,Sandra Anderson,Outdoor Gear,Saturday,March,Q1,1st sem.
375.41,2001-03-18,Notebook Professional,Ultra Tech,Spain,Europa,Joseph Taylor,Computers,Sunday,March,Q1,1st sem.
615.28,2001-03-18,Hiking Boots,Elite Tech,Japan,Asia,John Smith,Outdoor Gear,Sunday,March,Q1,1st sem.
689.66,2001-03-18,Fitness Tracker,Future Gadgets,USA,América,Linda Miller,Wearables,Sunday,March,Q1,1st sem.
480.68,2001-03-18,Noise Cancelling Headphones,Infinity Solutions,China,Asia,Sandra Anderson,Audio Equipment,Sunday,March,Q1,1st sem.
127.6,2001-03-19,USB Keyboard,Tech Pioneers,South Korea,Asia,Sarah Moore,Computer Accessories,Monday,March,Q1,1st sem.
909.55,2001-03-19,Noise Cancelling Headphones,Pinnacle Tech,Germany,Europa,Robert Johnson,Audio Equipment,Monday,March,Q1,1st sem.
565.47,2001-03-19,Pet Bed,Reboot IT,China,Asia,William Wilson,Pet Supplies,Monday,March,Q1,1st sem.
922.78,2001-03-19,Pet Bed,Pinnacle Tech,Japan,Asia,Robert Johnson,Pet Supplies,Monday,March,Q1,1st sem.
151.62,2001-03-19,Notebook Basic,Future Gadgets,Spain,Europa,William Wilson,Computers,Monday,March,Q1,1st sem.
177.44,2001-03-19,Science Fiction Novel,Elite Tech,Italy,Europa,Sarah Moore,Books,Monday,March,Q1,1st sem.
952.09,2001-03-19,Wristwatch,Gadget Galaxy,Egypt,África,Michael Davis,Fashion Accessories,Monday,March,Q1,1st sem.
687.35,2001-03-19,Science Fiction Novel,NextGen Innovators,Germany,Europa,William Wilson,Books,Monday,March,Q1,1st sem.
349.63,2001-03-19,Yoga Mat,Innovate Unlimited,Germany,Europa,Linda Miller,Fitness Equipment,Monday,March,Q1,1st sem.
698.74,2001-03-19,Ergonomic Desk,Tech Pioneers,India,Asia,Sarah Moore,Office Furniture,Monday,March,Q1,1st sem.
393.89,2001-03-19,Monitor 4K,Ultra Tech,China,Asia,Laura Adams,Monitors,Monday,March,Q1,1st sem.
153.22,2001-03-19,Solid State Drive,Infinity Solutions,Spain,Europa,Sandra Anderson,Storage Devices,Monday,March,Q1,1st sem.
268.08,2001-03-19,Women's Sandals,Reboot IT,South Korea,Asia,Linda Miller,Footwear,Monday,March,Q1,1st sem.
734.53,2001-03-19,Monitor 4K,Ultra Tech,Brazil,América,Laura Adams,Monitors,Monday,March,Q1,1st sem.
931.91,2001-03-19,4K Television,Tech Trends,Canada,América,Joseph Taylor,Home Electronics,Monday,March,Q1,1st sem.
398.16,2001-03-19,Camping Tent,Tech Trends,Germany,Europa,Robert Johnson,Outdoor Gear,Monday,March,Q1,1st sem.
437.52,2001-03-19,External Hard Drive,Nebula Innovations,Egypt,África,Linda Miller,Storage Devices,Monday,March,Q1,1st sem.
384.88,2001-03-19,Women's Sandals,Infinity Solutions,France,Europa,Linda Miller,Footwear,Monday,March,Q1,1st sem.
550.34,2001-03-19,Camping Tent,Innovate Unlimited,Brazil,América,Laura Adams,Outdoor Gear,Monday,March,Q1,1st sem.
814.63,2001-03-19,Monitor 4K,Pioneer Tech,Italy,Europa,Michael Davis,Monitors,Monday,March,Q1,1st sem.
389.16,2001-03-20,Desktop Beta,Infinity Solutions,Germany,Europa,Patricia Brown,Computers,Tuesday,March,Q1,1st sem.
440.48,2001-03-20,Ergonomic Desk,Pinnacle Tech,Kenya,África,Patricia Brown,Office Furniture,Tuesday,March,Q1,1st sem.
810.88,2001-03-20,Air Purifier,Innovate Unlimited,Brazil,América,Joseph Taylor,Home Appliances,Tuesday,March,Q1,1st sem.
737.92,2001-03-20,Dumbbell Set,Future Gadgets,Italy,Europa,John Smith,Fitness Equipment,Tuesday,March,Q1,1st sem.
917.94,2001-03-20,Men's Sneakers,Global Corp,Egypt,África,Sarah Moore,Footwear,Tuesday,March,Q1,1st sem.
287.59,2001-03-20,Smart Watch,Nebula Innovations,Italy,Europa,Sandra Anderson,Wearables,Tuesday,March,Q1,1st sem.
166.13,2001-03-20,Monitor 4K,Gadget Galaxy,South Africa,África,Linda Miller,Monitors,Tuesday,March,Q1,1st sem.
444.17,2001-03-20,Leather Office Chair,Innovate Unlimited,Japan,Asia,Laura Adams,Office Furniture,Tuesday,March,Q1,1st sem.
263.91,2001-03-21,Monitor HD,Innovate Unlimited,Japan,Asia,John Smith,Monitors,Wednesday,March,Q1,1st sem.
295.62,2001-03-21,Notebook Basic,Infinity Solutions,South Africa,África,Linda Miller,Computers,Wednesday,March,Q1,1st sem.
116.19,2001-03-22,Biography Book,Tech Pioneers,South Africa,África,John Smith,Books,Thursday,March,Q1,1st sem.
344.25,2001-03-22,USB Keyboard,Pioneer Tech,South Korea,Asia,William Wilson,Computer Accessories,Thursday,March,Q1,1st sem.
787.51,2001-03-23,Camping Tent,Reboot IT,China,Asia,Laura Adams,Outdoor Gear,Friday,March,Q1,1st sem.
440.32,2001-03-23,Robot Vacuum,Ultra Tech,Kenya,África,Sandra Anderson,Home Appliances,Friday,March,Q1,1st sem.
849.53,2001-03-23,External Hard Drive,Global Corp,Canada,América,Linda Miller,Storage Devices,Friday,March,Q1,1st sem.
519.57,2001-03-23,Children's Backpack,Pinnacle Tech,Japan,Asia,Sandra Anderson,School Supplies,Friday,March,Q1,1st sem.
511.95,2001-03-23,Air Purifier,Innovate Unlimited,Italy,Europa,John Smith,Home Appliances,Friday,March,Q1,1st sem.
772.77,2001-03-23,Microwave Oven,Infinity Solutions,Germany,Europa,Laura Adams,Kitchen Appliances,Friday,March,Q1,1st sem.
763.9,2001-03-23,Tablet Beta,Pinnacle Tech,Brazil,América,Sandra Anderson,Mobile Devices,Friday,March,Q1,1st sem.
900.28,2001-03-23,Yoga Mat,Nebula Innovations,Japan,Asia,Sarah Moore,Fitness Equipment,Friday,March,Q1,1st sem.
910.17,2001-03-24,Notebook Professional,Global Corp,Spain,Europa,Joseph Taylor,Computers,Saturday,March,Q1,1st sem.
39.4,2001-03-25,Pet Bed,Nebula Innovations,France,Europa,Sandra Anderson,Pet Supplies,Sunday,March,Q1,1st sem.
571.98,2001-03-25,Stainless Steel Water Bottle,Pinnacle Tech,Japan,Asia,Joseph Taylor,Outdoor Gear,Sunday,March,Q1,1st sem.
864.45,2001-03-25,Streaming Media Player,Gadget Galaxy,Kenya,África,Sandra Anderson,Home Electronics,Sunday,March,Q1,1st sem.
896.72,2001-03-25,Children's Backpack,Global Corp,Canada,América,Sandra Anderson,School Supplies,Sunday,March,Q1,1st sem.
644.58,2001-03-25,Desktop Alpha,Reboot IT,Germany,Europa,William Wilson,Computers,Sunday,March,Q1,1st sem.
184.17,2001-03-26,Pet Bed,Nebula Innovations,Spain,Europa,John Smith,Pet Supplies,Monday,March,Q1,1st sem.
538.66,2001-03-26,Dumbbell Set,SysTech Ltd.,South Korea,Asia,John Smith,Fitness Equipment,Monday,March,Q1,1st sem.
193.43,2001-03-26,Landscape Painting,SysTech Ltd.,France,Europa,William Wilson,Art,Monday,March,Q1,1st sem.
758.66,2001-03-26,Notebook Professional,Gadget Galaxy,South Africa,África,William Wilson,Computers,Monday,March,Q1,1st sem.
480.64,2001-03-26,Yoga Mat,Pioneer Tech,Canada,América,John Smith,Fitness Equipment,Monday,March,Q1,1st sem.
381.68,2001-03-27,Tablet Beta,Future Gadgets,South Africa,África,Michael Davis,Mobile Devices,Tuesday,March,Q1,1st sem.
840.72,2001-03-27,Virtual Reality Headset,Reboot IT,South Africa,África,Sarah Moore,Electronics,Tuesday,March,Q1,1st sem.
569.99,2001-03-27,Science Fiction Novel,Gadget Galaxy,Italy,Europa,William Wilson,Books,Tuesday,March,Q1,1st sem.
335.52,2001-03-27,Children's Backpack,NextGen Innovators,Canada,América,Michael Davis,School Supplies,Tuesday,March,Q1,1st sem.
769.31,2001-03-27,Tablet Alpha,Global Corp,South Korea,Asia,Sandra Anderson,Mobile Devices,Tuesday,March,Q1,1st sem.
709.75,2001-03-27,Wall Art,Pioneer Tech,Egypt,África,William Wilson,Home Decor,Tuesday,March,Q1,1st sem.
439.63,2001-03-27,LED Desk Lamp,Ultra Tech,China,Asia,Patricia Brown,Lighting,Tuesday,March,Q1,1st sem.
198.14,2001-03-27,Fitness Tracker,Pinnacle Tech,USA,América,John Smith,Wearables,Tuesday,March,Q1,1st sem.
434.17,2001-03-27,Camping Tent,NextGen Innovators,South Korea,Asia,Michael Davis,Outdoor Gear,Tuesday,March,Q1,1st sem.
318.24,2001-03-27,Science Fiction Novel,Infinity Solutions,Italy,Europa,Patricia Brown,Books,Tuesday,March,Q1,1st sem.
913.89,2001-03-27,USB Keyboard,Global Corp,Kenya,África,Laura Adams,Computer Accessories,Tuesday,March,Q1,1st sem.
174.59,2001-03-27,4K Television,Global Corp,France,Europa,John Smith,Home Electronics,Tuesday,March,Q1,1st sem.
977.26,2001-03-27,Men's Sneakers,Gadget Galaxy,Italy,Europa,Laura Adams,Footwear,Tuesday,March,Q1,1st sem.
986.72,2001-03-28,Women's Sandals,Future Gadgets,China,Asia,Robert Johnson,Footwear,Wednesday,March,Q1,1st sem.
205.09,2001-03-29,Desktop Alpha,Elite Tech,Mexico,América,Patricia Brown,Computers,Thursday,March,Q1,1st sem.
392.64,2001-03-29,Stainless Steel Water Bottle,Elite Tech,Japan,Asia,William Wilson,Outdoor Gear,Thursday,March,Q1,1st sem.
3.19,2001-03-29,Decorative Throw Pillow,Gadget Galaxy,Brazil,América,Joseph Taylor,Home Decor,Thursday,March,Q1,1st sem.
659.88,2001-03-29,Smartphone Alpha,SysTech Ltd.,USA,América,Linda Miller,Mobile Devices,Thursday,March,Q1,1st sem.
73.43,2001-03-30,Wall Art,Innovate Unlimited,China,Asia,Joseph Taylor,Home Decor,Friday,March,Q1,1st sem.
55.11,2001-03-30,Smartphone Alpha,Ultra Tech,Japan,Asia,Sarah Moore,Mobile Devices,Friday,March,Q1,1st sem.
366.6,2001-03-30,Yoga Mat,Elite Tech,Spain,Europa,William Wilson,Fitness Equipment,Friday,March,Q1,1st sem.
28.97,2001-03-30,Children's Backpack,Infinity Solutions,USA,América,Robert Johnson,School Supplies,Friday,March,Q1,1st sem.
177.58,2001-03-30,Bluetooth Speaker,SysTech Ltd.,South Korea,Asia,William Wilson,Audio Equipment,Friday,March,Q1,1st sem.
275.48,2001-03-30,Pet Bed,Tech Pioneers,Germany,Europa,Joseph Taylor,Pet Supplies,Friday,March,Q1,1st sem.
563.62,2001-03-30,Solid State Drive,Nebula Innovations,France,Europa,Robert Johnson,Storage Devices,Friday,March,Q1,1st sem.
853.08,2001-03-30,Smartphone Alpha,Infinity Solutions,Japan,Asia,Sandra Anderson,Mobile Devices,Friday,March,Q1,1st sem.
270.84,2001-03-30,Wristwatch,Elite Tech,Egypt,África,Michael Davis,Fashion Accessories,Friday,March,Q1,1st sem.
458.59,2001-03-30,Virtual Reality Headset,Pioneer Tech,Germany,Europa,John Smith,Electronics,Friday,March,Q1,1st sem.
788.59,2001-03-30,Science Fiction Novel,Elite Tech,USA,América,William Wilson,Books,Friday,March,Q1,1st sem.
583.23,2001-03-31,Gaming Console,Pioneer Tech,USA,América,Robert Johnson,Video Games,Saturday,March,Q1,1st sem.
497.34,2001-03-31,Women's Sandals,Tech Pioneers,Germany,Europa,Joseph Taylor,Footwear,Saturday,March,Q1,1st sem.
513.58,2001-04-01,Children's Backpack,Pinnacle Tech,Mexico,América,Sandra Anderson,School Supplies,Sunday,April,Q2,1st sem.
381,2001-04-01,Monitor 4K,Future Gadgets,India,Asia,Sarah Moore,Monitors,Sunday,April,Q2,1st sem.
614.07,2001-04-01,Robot Vacuum,Future Gadgets,Spain,Europa,Linda Miller,Home Appliances,Sunday,April,Q2,1st sem.
887,2001-04-01,Desktop Beta,SysTech Ltd.,South Korea,Asia,Patricia Brown,Computers,Sunday,April,Q2,1st sem.
475.71,2001-04-01,Electric Guitar,Future Gadgets,Brazil,América,Joseph Taylor,Musical Instruments,Sunday,April,Q2,1st sem.
676.06,2001-04-01,Science Fiction Novel,SysTech Ltd.,Egypt,África,John Smith,Books,Sunday,April,Q2,1st sem.
300.37,2001-04-01,Robot Vacuum,Global Corp,Nigeria,África,Patricia Brown,Home Appliances,Sunday,April,Q2,1st sem.
276.82,2001-04-01,Hiking Boots,Global Corp,Mexico,América,Sandra Anderson,Outdoor Gear,Sunday,April,Q2,1st sem.
133.83,2001-04-02,Monitor 4K,Elite Tech,South Africa,África,Linda Miller,Monitors,Monday,April,Q2,1st sem.
623.24,2001-04-02,Decorative Throw Pillow,Infinity Solutions,Canada,América,Laura Adams,Home Decor,Monday,April,Q2,1st sem.
482.47,2001-04-02,Pet Bed,Ultra Tech,Nigeria,África,Sandra Anderson,Pet Supplies,Monday,April,Q2,1st sem.
523.94,2001-04-02,Hiking Boots,Future Gadgets,South Africa,África,William Wilson,Outdoor Gear,Monday,April,Q2,1st sem.
694.46,2001-04-02,Air Purifier,Nebula Innovations,South Africa,África,Linda Miller,Home Appliances,Monday,April,Q2,1st sem.
667.09,2001-04-02,Yoga Mat,Innovate Unlimited,Kenya,África,John Smith,Fitness Equipment,Monday,April,Q2,1st sem.
260.79,2001-04-02,Sculpture,Ultra Tech,Egypt,África,Patricia Brown,Art,Monday,April,Q2,1st sem.
32.23,2001-04-02,Streaming Media Player,Tech Trends,Japan,Asia,Patricia Brown,Home Electronics,Monday,April,Q2,1st sem.
898.1,2001-04-02,Hiking Boots,Infinity Solutions,Canada,América,Laura Adams,Outdoor Gear,Monday,April,Q2,1st sem.
886.3,2001-04-02,4K Television,Global Corp,China,Asia,Joseph Taylor,Home Electronics,Monday,April,Q2,1st sem.
814.97,2001-04-03,Video Game Controller,Future Gadgets,Kenya,África,Sandra Anderson,Video Games,Tuesday,April,Q2,1st sem.
241.08,2001-04-03,External Hard Drive,Infinity Solutions,South Africa,África,Sarah Moore,Storage Devices,Tuesday,April,Q2,1st sem.
754.75,2001-04-03,Men's Sneakers,Pinnacle Tech,Spain,Europa,John Smith,Footwear,Tuesday,April,Q2,1st sem.
666.78,2001-04-04,Monitor HD,Ultra Tech,Mexico,América,Michael Davis,Monitors,Wednesday,April,Q2,1st sem.
605.66,2001-04-04,Notebook Basic,Future Gadgets,South Korea,Asia,Linda Miller,Computers,Wednesday,April,Q2,1st sem.
226.33,2001-04-04,Sculpture,Future Gadgets,Japan,Asia,Laura Adams,Art,Wednesday,April,Q2,1st sem.
288.72,2001-04-04,Gaming Console,Future Gadgets,France,Europa,Laura Adams,Video Games,Wednesday,April,Q2,1st sem.
102.78,2001-04-04,Wall Art,Reboot IT,India,Asia,Linda Miller,Home Decor,Wednesday,April,Q2,1st sem.
26.94,2001-04-04,Men's Sneakers,Elite Tech,Mexico,América,John Smith,Footwear,Wednesday,April,Q2,1st sem.
164.67,2001-04-05,Notebook Professional,Future Gadgets,Spain,Europa,Michael Davis,Computers,Thursday,April,Q2,1st sem.
166.43,2001-04-05,Video Game Controller,Reboot IT,Canada,América,Linda Miller,Video Games,Thursday,April,Q2,1st sem.
456.78,2001-04-05,Hiking Boots,Ultra Tech,Germany,Europa,Joseph Taylor,Outdoor Gear,Thursday,April,Q2,1st sem.
307.99,2001-04-05,Tablet Beta,Global Corp,USA,América,Joseph Taylor,Mobile Devices,Thursday,April,Q2,1st sem.
425.59,2001-04-05,Solid State Drive,Global Corp,Brazil,América,Patricia Brown,Storage Devices,Thursday,April,Q2,1st sem.
685.14,2001-04-05,Smartphone Beta,Ultra Tech,China,Asia,William Wilson,Mobile Devices,Thursday,April,Q2,1st sem.
222.54,2001-04-05,Smartphone Beta,Elite Tech,USA,América,Sarah Moore,Mobile Devices,Thursday,April,Q2,1st sem.
131.87,2001-04-05,USB Keyboard,Future Gadgets,China,Asia,Robert Johnson,Computer Accessories,Thursday,April,Q2,1st sem.
579.06,2001-04-05,Fitness Tracker,Innovate Unlimited,Kenya,África,Sarah Moore,Wearables,Thursday,April,Q2,1st sem.
598.52,2001-04-05,Air Purifier,NextGen Innovators,Mexico,América,Linda Miller,Home Appliances,Thursday,April,Q2,1st sem.
55.37,2001-04-05,Notebook Basic,Gadget Galaxy,Egypt,África,Sarah Moore,Computers,Thursday,April,Q2,1st sem.
306.01,2001-04-06,Tablet Beta,SysTech Ltd.,Nigeria,África,John Smith,Mobile Devices,Friday,April,Q2,1st sem.
821.85,2001-04-06,Drone with Camera,Ultra Tech,South Korea,Asia,John Smith,Electronics,Friday,April,Q2,1st sem.
957.65,2001-04-06,Notebook Professional,Tech Pioneers,Japan,Asia,Joseph Taylor,Computers,Friday,April,Q2,1st sem.
840.04,2001-04-06,Wall Art,Innovate Unlimited,Japan,Asia,Robert Johnson,Home Decor,Friday,April,Q2,1st sem.
733.09,2001-04-06,Landscape Painting,Nebula Innovations,Nigeria,África,John Smith,Art,Friday,April,Q2,1st sem.
524.96,2001-04-07,Biography Book,Tech Pioneers,China,Asia,William Wilson,Books,Saturday,April,Q2,1st sem.
171.61,2001-04-07,Ergonomic Desk,Innovate Unlimited,Egypt,África,Joseph Taylor,Office Furniture,Saturday,April,Q2,1st sem.
895.31,2001-04-07,Camping Tent,Pioneer Tech,South Korea,Asia,Linda Miller,Outdoor Gear,Saturday,April,Q2,1st sem.
357.33,2001-04-07,Sculpture,Nebula Innovations,Canada,América,Sandra Anderson,Art,Saturday,April,Q2,1st sem.
74.83,2001-04-07,Monitor HD,Global Corp,Spain,Europa,Robert Johnson,Monitors,Saturday,April,Q2,1st sem.
4.12,2001-04-07,Bluetooth Speaker,Nebula Innovations,South Korea,Asia,Joseph Taylor,Audio Equipment,Saturday,April,Q2,1st sem.
